"by15","block","campbell_panel_temp_C","teros_MP_1_kPa","teros_soil_temp_1_C","teros_soil_temp_2_C","watermark_MP_1_kPa","watermark_MP_2_kPa","date"
2019-11-12 16:45:00,"D",26.62,-9.2,28.96,NA,-3.661,NA,2019-11-12
2019-11-12 16:45:00,"W",27.21,-1031,32.49,NA,-209.2,NA,2019-11-12
2019-11-12 17:00:00,"D",26.47,-9.2,28.87,NA,-3.603,NA,2019-11-12
2019-11-12 17:00:00,"W",26.96,-1061,32.27,NA,-213.2,NA,2019-11-12
2019-11-12 17:15:00,"D",26.22,-9.2,28.76,NA,-3.548,NA,2019-11-12
2019-11-12 17:15:00,"W",26.56,-1095,31.91,NA,-208.1,NA,2019-11-12
2019-11-12 17:30:00,"D",25.92,-9.2,28.61,NA,-3.571,NA,2019-11-12
2019-11-12 17:30:00,"W",26.13,-1121,31.62,NA,-205.4,NA,2019-11-12
2019-11-12 17:45:00,"D",25.55,-9.2,28.43,NA,-3.569,NA,2019-11-12
2019-11-12 17:45:00,"W",25.73,-1136,31.31,NA,-213.2,NA,2019-11-12
2019-11-12 18:00:00,"D",25.28,-9.21,28.21,NA,-3.528,NA,2019-11-12
2019-11-12 18:00:00,"W",25.4,-1165,30.9,NA,-208.1,NA,2019-11-12
2019-11-12 18:15:00,"D",25.07,-9.22,27.92,NA,-3.487,NA,2019-11-12
2019-11-12 18:15:00,"W",25.22,-1217,30.53,NA,-213,NA,2019-11-12
2019-11-12 18:30:00,"D",24.89,-9.24,27.69,NA,-3.475,NA,2019-11-12
2019-11-12 18:30:00,"W",25.07,-1255,30.19,NA,-215,NA,2019-11-12
2019-11-12 18:45:00,"D",24.75,-9.26,27.49,NA,-3.486,NA,2019-11-12
2019-11-12 18:45:00,"W",24.92,-1273,29.86,NA,-215,NA,2019-11-12
2019-11-12 19:00:00,"D",24.66,-9.24,27.27,NA,-3.429,NA,2019-11-12
2019-11-12 19:00:00,"W",24.81,-1290,29.48,NA,-212,NA,2019-11-12
2019-11-12 19:15:00,"D",24.54,-9.25,27.07,NA,-3.488,NA,2019-11-12
2019-11-12 19:15:00,"W",24.72,-1309,29.15,NA,-210.6,NA,2019-11-12
2019-11-12 19:30:00,"D",24.48,-9.21,26.39,NA,-3.212,NA,2019-11-12
2019-11-12 19:30:00,"W",24.66,-1335,28.86,NA,-211.6,NA,2019-11-12
2019-11-12 19:45:00,"D",24.3,-9.2,25.3,NA,-3.011,NA,2019-11-12
2019-11-12 19:45:00,"W",24.42,-1352,28.59,NA,-214.8,NA,2019-11-12
2019-11-12 20:00:00,"D",24.1,-9.2,25.17,NA,-3.06,NA,2019-11-12
2019-11-12 20:00:00,"W",24.25,-1401,28.3,NA,-211.6,NA,2019-11-12
2019-11-12 20:15:00,"D",23.87,-9.2,25.1,NA,-3.111,NA,2019-11-12
2019-11-12 20:15:00,"W",24.1,-1436,27.93,NA,-210.5,NA,2019-11-12
2019-11-12 20:30:00,"D",23.7,-9.2,25.1,NA,-3.205,NA,2019-11-12
2019-11-12 20:30:00,"W",23.96,-1452,27.64,NA,-212.6,NA,2019-11-12
2019-11-12 20:45:00,"D",23.41,-9.2,25.06,NA,-3.202,NA,2019-11-12
2019-11-12 20:45:00,"W",23.7,-1467,27.36,NA,-214.9,NA,2019-11-12
2019-11-12 21:00:00,"D",23.15,-9.2,24.97,NA,-3.22,NA,2019-11-12
2019-11-12 21:00:00,"W",23.44,-1486,27.07,NA,-215.7,NA,2019-11-12
2019-11-12 21:15:00,"D",23.04,-9.2,24.86,NA,-3.23,NA,2019-11-12
2019-11-12 21:15:00,"W",23.32,-1500,26.79,NA,-211.9,NA,2019-11-12
2019-11-12 21:30:00,"D",22.92,-9.2,24.74,NA,-3.256,NA,2019-11-12
2019-11-12 21:30:00,"W",23.1,-1532,26.52,NA,-210.5,NA,2019-11-12
2019-11-12 21:45:00,"D",22.73,-9.2,24.62,NA,-3.259,NA,2019-11-12
2019-11-12 21:45:00,"W",22.75,-1559,26.23,NA,-212.7,NA,2019-11-12
2019-11-12 22:00:00,"D",22.45,-9.2,24.46,NA,-3.297,NA,2019-11-12
2019-11-12 22:00:00,"W",22.42,-1604,25.9,NA,-215.5,NA,2019-11-12
2019-11-12 22:15:00,"D",22.17,-9.2,24.3,NA,-3.306,NA,2019-11-12
2019-11-12 22:15:00,"W",22.03,-1654,25.63,NA,-212.8,NA,2019-11-12
2019-11-12 22:30:00,"D",21.95,-9.2,24.11,NA,-3.328,NA,2019-11-12
2019-11-12 22:30:00,"W",21.64,-1683,25.35,NA,-213.5,NA,2019-11-12
2019-11-12 22:45:00,"D",21.59,-9.2,23.92,NA,-3.317,NA,2019-11-12
2019-11-12 22:45:00,"W",21.31,-1701,25.09,NA,-216.1,NA,2019-11-12
2019-11-12 23:00:00,"D",21.37,-9.2,23.71,NA,-3.336,NA,2019-11-12
2019-11-12 23:00:00,"W",21.07,-1717,24.81,NA,-213.1,NA,2019-11-12
2019-11-12 23:15:00,"D",21.26,-9.2,23.45,NA,-3.311,NA,2019-11-12
2019-11-12 23:15:00,"W",20.85,-1739,24.53,NA,-209.9,NA,2019-11-12
2019-11-12 23:30:00,"D",21.1,-9.2,23.23,NA,-3.356,NA,2019-11-12
2019-11-12 23:30:00,"W",20.69,-1770,24.27,NA,-219,NA,2019-11-12
2019-11-12 23:45:00,"D",20.83,-9.2,23.03,NA,-3.345,NA,2019-11-12
2019-11-12 23:45:00,"W",20.48,-1813,24,NA,-214.4,NA,2019-11-12
2019-11-13 00:00:00,"D",20.64,-9.2,22.84,NA,-3.35,NA,2019-11-13
2019-11-13 00:00:00,"W",20.29,-1858,23.72,NA,-214.9,NA,2019-11-13
2019-11-13 00:15:00,"D",20.56,-9.2,22.63,NA,-3.358,NA,2019-11-13
2019-11-13 00:15:00,"W",20.18,-1931,23.39,NA,-211.8,NA,2019-11-13
2019-11-13 00:30:00,"D",20.5,-9.2,22.43,NA,-3.355,NA,2019-11-13
2019-11-13 00:30:00,"W",20.08,-1973,23.12,NA,-215,NA,2019-11-13
2019-11-13 00:45:00,"D",20.45,-9.2,22.24,NA,-3.397,NA,2019-11-13
2019-11-13 00:45:00,"W",20,-2000,22.88,NA,-209.8,NA,2019-11-13
2019-11-13 01:00:00,"D",20.31,-9.2,22.05,NA,-3.387,NA,2019-11-13
2019-11-13 01:00:00,"W",19.94,-2019,22.64,NA,-212.5,NA,2019-11-13
2019-11-13 01:15:00,"D",20.18,-9.2,21.86,NA,-3.412,NA,2019-11-13
2019-11-13 01:15:00,"W",19.92,-2058,22.4,NA,-215.9,NA,2019-11-13
2019-11-13 01:30:00,"D",20.13,-9.2,21.68,NA,-3.378,NA,2019-11-13
2019-11-13 01:30:00,"W",19.92,-2069,22.18,NA,-210.9,NA,2019-11-13
2019-11-13 01:45:00,"D",20.1,-9.2,21.5,NA,-3.429,NA,2019-11-13
2019-11-13 01:45:00,"W",19.89,-2110,21.96,NA,-214.9,NA,2019-11-13
2019-11-13 02:00:00,"D",20.02,-9.2,21.33,NA,-3.437,NA,2019-11-13
2019-11-13 02:00:00,"W",19.81,-2134,21.75,NA,-213.9,NA,2019-11-13
2019-11-13 02:15:00,"D",19.97,-9.2,21.15,NA,-3.446,NA,2019-11-13
2019-11-13 02:15:00,"W",19.78,-2181,21.55,NA,-212.2,NA,2019-11-13
2019-11-13 02:30:00,"D",19.89,-9.2,21,NA,-3.447,NA,2019-11-13
2019-11-13 02:30:00,"W",19.73,-2278,21.36,NA,-214.5,NA,2019-11-13
2019-11-13 02:45:00,"D",19.78,-9.2,20.84,NA,-3.452,NA,2019-11-13
2019-11-13 02:45:00,"W",19.65,-2341,21.18,NA,-217.3,NA,2019-11-13
2019-11-13 03:00:00,"D",19.76,-9.2,20.68,NA,-3.456,NA,2019-11-13
2019-11-13 03:00:00,"W",19.63,-2375,21.02,NA,-221.1,NA,2019-11-13
2019-11-13 03:15:00,"D",19.81,-9.2,20.55,NA,-3.457,NA,2019-11-13
2019-11-13 03:15:00,"W",19.65,-2394,20.85,NA,-216.3,NA,2019-11-13
2019-11-13 03:30:00,"D",19.89,-9.2,20.43,NA,-3.487,NA,2019-11-13
2019-11-13 03:30:00,"W",19.65,-2427,20.72,NA,-213.4,NA,2019-11-13
2019-11-13 03:45:00,"D",20.02,-9.2,20.31,NA,-3.462,NA,2019-11-13
2019-11-13 03:45:00,"W",19.78,-2446,20.58,NA,-219.6,NA,2019-11-13
2019-11-13 04:00:00,"D",20.13,-9.2,20.22,NA,-3.469,NA,2019-11-13
2019-11-13 04:00:00,"W",20,-2462,20.49,NA,-216.8,NA,2019-11-13
2019-11-13 04:15:00,"D",20.34,-9.2,20.15,NA,-3.486,NA,2019-11-13
2019-11-13 04:15:00,"W",20.34,-2467,20.4,NA,-214.1,NA,2019-11-13
2019-11-13 04:30:00,"D",20.72,-9.2,20.1,NA,-3.489,NA,2019-11-13
2019-11-13 04:30:00,"W",20.8,-2484,20.35,NA,-214.6,NA,2019-11-13
2019-11-13 04:45:00,"D",21.12,-9.2,20.1,NA,-3.49,NA,2019-11-13
2019-11-13 04:45:00,"W",21.26,-2477,20.36,NA,-215.7,NA,2019-11-13
2019-11-13 05:00:00,"D",21.45,-9.2,20.15,NA,-3.482,NA,2019-11-13
2019-11-13 05:00:00,"W",21.62,-2473,20.4,NA,-216.7,NA,2019-11-13
2019-11-13 05:15:00,"D",21.72,-9.2,20.21,NA,-3.467,NA,2019-11-13
2019-11-13 05:15:00,"W",21.95,-2458,20.49,NA,-218.8,NA,2019-11-13
2019-11-13 05:30:00,"D",21.97,-9.2,20.3,NA,-3.488,NA,2019-11-13
2019-11-13 05:30:00,"W",22.19,-2451,20.57,NA,-218.9,NA,2019-11-13
2019-11-13 05:45:00,"D",22.08,-9.2,20.39,NA,-3.485,NA,2019-11-13
2019-11-13 05:45:00,"W",22.39,-2444,20.67,NA,-219.6,NA,2019-11-13
2019-11-13 06:00:00,"D",22.28,-9.2,20.48,NA,-3.49,NA,2019-11-13
2019-11-13 06:00:00,"W",22.56,-2430,20.76,NA,-219.9,NA,2019-11-13
2019-11-13 06:15:00,"D",22.36,-9.2,20.57,NA,-3.464,NA,2019-11-13
2019-11-13 06:15:00,"W",22.61,-2409,20.86,NA,-218.3,NA,2019-11-13
2019-11-13 06:30:00,"D",22.42,-9.2,20.65,NA,-3.458,NA,2019-11-13
2019-11-13 06:30:00,"W",22.7,-2397,20.97,NA,-222,NA,2019-11-13
2019-11-13 06:45:00,"D",22.5,-9.2,20.73,NA,-3.423,NA,2019-11-13
2019-11-13 06:45:00,"W",22.84,-2371,21.05,NA,-221.5,NA,2019-11-13
2019-11-13 07:00:00,"D",22.56,-9.2,20.82,NA,-3.433,NA,2019-11-13
2019-11-13 07:00:00,"W",22.92,-2359,21.15,NA,-222.2,NA,2019-11-13
2019-11-13 07:15:00,"D",22.67,-9.2,20.92,NA,-3.449,NA,2019-11-13
2019-11-13 07:15:00,"W",23.07,-2350,21.24,NA,-221.8,NA,2019-11-13
2019-11-13 07:30:00,"D",22.78,-9.2,21.01,NA,-3.443,NA,2019-11-13
2019-11-13 07:30:00,"W",23.18,-2317,21.36,NA,-218.6,NA,2019-11-13
2019-11-13 07:45:00,"D",22.81,-9.2,21.1,NA,-3.394,NA,2019-11-13
2019-11-13 07:45:00,"W",23.18,-2273,21.47,NA,-217.6,NA,2019-11-13
2019-11-13 08:00:00,"D",22.95,-9.2,21.2,NA,-3.4,NA,2019-11-13
2019-11-13 08:00:00,"W",23.41,-2238,21.57,NA,-219.9,NA,2019-11-13
2019-11-13 08:15:00,"D",23.32,-9.2,21.31,NA,-3.415,NA,2019-11-13
2019-11-13 08:15:00,"W",23.93,-2203,21.7,NA,-224.3,NA,2019-11-13
2019-11-13 08:30:00,"D",23.81,-9.2,21.47,NA,-3.413,NA,2019-11-13
2019-11-13 08:30:00,"W",24.51,-2164,21.9,NA,-218.5,NA,2019-11-13
2019-11-13 08:45:00,"D",24.42,-9.2,21.7,NA,-3.442,NA,2019-11-13
2019-11-13 08:45:00,"W",25.19,-2106,22.16,NA,-223.7,NA,2019-11-13
2019-11-13 09:00:00,"D",25.04,-9.2,21.97,NA,-3.424,NA,2019-11-13
2019-11-13 09:00:00,"W",25.98,-2064,22.49,NA,-223.7,NA,2019-11-13
2019-11-13 09:15:00,"D",25.58,-9.2,22.34,NA,-3.436,NA,2019-11-13
2019-11-13 09:15:00,"W",26.47,-2023,22.88,NA,-226.3,NA,2019-11-13
2019-11-13 09:30:00,"D",25.98,-9.2,22.78,NA,-3.482,NA,2019-11-13
2019-11-13 09:30:00,"W",26.81,-1980,23.32,NA,-218.6,NA,2019-11-13
2019-11-13 09:45:00,"D",26.37,-9.2,23.24,NA,-3.499,NA,2019-11-13
2019-11-13 09:45:00,"W",27.09,-1887,23.87,NA,-224.7,NA,2019-11-13
2019-11-13 10:00:00,"D",26.65,-9.2,23.75,NA,-3.533,NA,2019-11-13
2019-11-13 10:00:00,"W",27.34,-1779,24.34,NA,-222.3,NA,2019-11-13
2019-11-13 10:15:00,"D",26.96,-9.2,24.18,NA,-3.537,NA,2019-11-13
2019-11-13 10:15:00,"W",27.63,-1737,24.84,NA,-223.5,NA,2019-11-13
2019-11-13 10:30:00,"D",27.21,-9.2,24.57,NA,-3.574,NA,2019-11-13
2019-11-13 10:30:00,"W",28.04,-1698,25.35,NA,-228.5,NA,2019-11-13
2019-11-13 10:45:00,"D",27.47,-9.2,24.96,NA,-3.597,NA,2019-11-13
2019-11-13 10:45:00,"W",28.4,-1639,25.88,NA,-226.2,NA,2019-11-13
2019-11-13 11:00:00,"D",27.78,-9.2,25.31,NA,-3.536,NA,2019-11-13
2019-11-13 11:00:00,"W",28.66,-1556,26.49,NA,-230.6,NA,2019-11-13
2019-11-13 11:15:00,"D",28.17,-9.2,25.67,NA,-3.56,NA,2019-11-13
2019-11-13 11:15:00,"W",28.89,-1496,27.03,NA,-228.4,NA,2019-11-13
2019-11-13 11:30:00,"D",28.46,-9.2,26.04,NA,-3.625,NA,2019-11-13
2019-11-13 11:30:00,"W",29.02,-1457,27.59,NA,-224.6,NA,2019-11-13
2019-11-13 11:45:00,"D",28.66,-9.2,26.44,NA,-3.596,NA,2019-11-13
2019-11-13 11:45:00,"W",29.08,-1416,28.24,NA,-231.1,NA,2019-11-13
2019-11-13 12:00:00,"D",28.92,-9.2,26.77,NA,-3.585,NA,2019-11-13
2019-11-13 12:00:00,"W",29.25,-1334,28.8,NA,-232.4,NA,2019-11-13
2019-11-13 12:15:00,"D",28.92,-9.2,27.08,NA,-3.599,NA,2019-11-13
2019-11-13 12:15:00,"W",29.35,-1293,29.35,NA,-224.8,NA,2019-11-13
2019-11-13 12:30:00,"D",28.69,-9.2,27.39,NA,-3.581,NA,2019-11-13
2019-11-13 12:30:00,"W",29.22,-1272,29.93,NA,-238.2,NA,2019-11-13
2019-11-13 12:45:00,"D",28.46,-9.2,27.64,NA,-3.621,NA,2019-11-13
2019-11-13 12:45:00,"W",29.08,-1254,30.31,NA,-235.3,NA,2019-11-13
2019-11-13 13:00:00,"D",28.2,-9.2,27.88,NA,-3.627,NA,2019-11-13
2019-11-13 13:00:00,"W",28.92,-1228,30.59,NA,-239.7,NA,2019-11-13
2019-11-13 13:15:00,"D",27.98,-9.2,28.08,NA,-3.633,NA,2019-11-13
2019-11-13 13:15:00,"W",28.69,-1214,30.77,NA,-235,NA,2019-11-13
2019-11-13 13:30:00,"D",27.78,-9.2,28.2,NA,-3.556,NA,2019-11-13
2019-11-13 13:30:00,"W",28.56,-1203,30.88,NA,-238.8,NA,2019-11-13
2019-11-13 13:45:00,"D",27.82,-9.2,28.3,NA,-3.56,NA,2019-11-13
2019-11-13 13:45:00,"W",28.69,-1204,30.93,NA,-237.9,NA,2019-11-13
2019-11-13 14:00:00,"D",27.78,-9.2,28.45,NA,-3.584,NA,2019-11-13
2019-11-13 14:00:00,"W",28.56,-1186,31.17,NA,-245.8,NA,2019-11-13
2019-11-13 14:15:00,"D",27.82,-9.2,28.6,NA,-3.608,NA,2019-11-13
2019-11-13 14:15:00,"W",28.62,-1172,31.36,NA,-240.3,NA,2019-11-13
2019-11-13 14:30:00,"D",27.94,-9.2,28.76,NA,-3.606,NA,2019-11-13
2019-11-13 14:30:00,"W",28.76,-1152,31.58,NA,-238.8,NA,2019-11-13
2019-11-13 14:45:00,"D",28.01,-9.2,28.97,NA,-3.593,NA,2019-11-13
2019-11-13 14:45:00,"W",28.82,-1139,31.85,NA,-245,NA,2019-11-13
2019-11-13 15:00:00,"D",27.94,-9.2,29.15,NA,-3.633,NA,2019-11-13
2019-11-13 15:00:00,"W",28.76,-1131,32.17,NA,-245.9,NA,2019-11-13
2019-11-13 15:15:00,"D",27.78,-9.2,29.27,NA,-3.602,NA,2019-11-13
2019-11-13 15:15:00,"W",28.56,-1124,32.38,NA,-242.3,NA,2019-11-13
2019-11-13 15:30:00,"D",27.56,-9.2,29.3,NA,-3.592,NA,2019-11-13
2019-11-13 15:30:00,"W",28.36,-1123,32.5,NA,-247.1,NA,2019-11-13
2019-11-13 15:45:00,"D",27.37,-9.2,29.3,NA,-3.579,NA,2019-11-13
2019-11-13 15:45:00,"W",28.17,-1121,32.5,NA,-247.7,NA,2019-11-13
2019-11-13 16:00:00,"D",27.28,-9.2,29.3,NA,-3.376,NA,2019-11-13
2019-11-13 16:00:00,"W",28.1,-1125,32.45,NA,-249.4,NA,2019-11-13
2019-11-13 16:15:00,"D",27.12,-9.2,29.3,NA,-3.358,NA,2019-11-13
2019-11-13 16:15:00,"W",27.88,-1131,32.37,NA,-247.7,NA,2019-11-13
2019-11-13 16:30:00,"D",26.81,-9.2,29.2,NA,-3.58,NA,2019-11-13
2019-11-13 16:30:00,"W",27.44,-1137,32.24,NA,-247.9,NA,2019-11-13
2019-11-13 16:45:00,"D",26.47,-9.2,29.09,NA,-3.576,NA,2019-11-13
2019-11-13 16:45:00,"W",26.93,-1148,31.95,NA,-248.9,NA,2019-11-13
2019-11-13 17:00:00,"D",26.07,-9.2,28.94,NA,-3.515,NA,2019-11-13
2019-11-13 17:00:00,"W",26.41,-1170,31.7,NA,-249,NA,2019-11-13
2019-11-13 17:15:00,"D",25.67,-9.2,28.73,NA,-3.507,NA,2019-11-13
2019-11-13 17:15:00,"W",25.95,-1212,31.4,NA,-243.9,NA,2019-11-13
2019-11-13 17:30:00,"D",25.31,-9.2,28.5,NA,-3.481,NA,2019-11-13
2019-11-13 17:30:00,"W",25.58,-1244,31.04,NA,-245.1,NA,2019-11-13
2019-11-13 17:45:00,"D",24.98,-9.2,28.25,NA,-3.454,NA,2019-11-13
2019-11-13 17:45:00,"W",25.34,-1262,30.63,NA,-245.8,NA,2019-11-13
2019-11-13 18:00:00,"D",24.72,-9.2,27.91,NA,-3.426,NA,2019-11-13
2019-11-13 18:00:00,"W",25.16,-1279,30.26,NA,-245.1,NA,2019-11-13
2019-11-13 18:15:00,"D",24.54,-9.2,27.65,NA,-3.439,NA,2019-11-13
2019-11-13 18:15:00,"W",25.01,-1293,29.9,NA,-248.2,NA,2019-11-13
2019-11-13 18:30:00,"D",24.42,-9.2,27.4,NA,-3.395,NA,2019-11-13
2019-11-13 18:30:00,"W",24.78,-1316,29.46,NA,-248,NA,2019-11-13
2019-11-13 18:45:00,"D",24.25,-9.2,27.16,NA,-3.404,NA,2019-11-13
2019-11-13 18:45:00,"W",24.54,-1350,29.1,NA,-244.4,NA,2019-11-13
2019-11-13 19:00:00,"D",24.19,-9.2,26.93,NA,-3.42,NA,2019-11-13
2019-11-13 19:00:00,"W",24.42,-1389,28.77,NA,-247.9,NA,2019-11-13
2019-11-13 19:15:00,"D",24.1,-9.19,26.72,NA,-3.399,NA,2019-11-13
2019-11-13 19:15:00,"W",24.28,-1428,28.48,NA,-245.8,NA,2019-11-13
2019-11-13 19:30:00,"D",24.01,-9.2,25.78,NA,-3.054,NA,2019-11-13
2019-11-13 19:30:00,"W",24.1,-1442,28.17,NA,-244.8,NA,2019-11-13
2019-11-13 19:45:00,"D",23.9,-9.2,24.21,NA,-2.667,NA,2019-11-13
2019-11-13 19:45:00,"W",23.87,-1437,27.83,NA,-245.3,NA,2019-11-13
2019-11-13 20:00:00,"D",23.67,-9.2,24.1,NA,-2.803,NA,2019-11-13
2019-11-13 20:00:00,"W",23.64,-1462,27.55,NA,-248.4,NA,2019-11-13
2019-11-13 20:15:00,"D",23.5,-9.2,24.2,NA,-2.97,NA,2019-11-13
2019-11-13 20:15:00,"W",23.41,-1480,27.25,NA,-243.4,NA,2019-11-13
2019-11-13 20:30:00,"D",23.38,-9.2,24.2,NA,-3.021,NA,2019-11-13
2019-11-13 20:30:00,"W",23.29,-1497,26.97,NA,-243,NA,2019-11-13
2019-11-13 20:45:00,"D",23.21,-9.2,24.2,NA,-3.061,NA,2019-11-13
2019-11-13 20:45:00,"W",23.15,-1516,26.7,NA,-246.1,NA,2019-11-13
2019-11-13 21:00:00,"D",23.04,-9.2,24.2,NA,-3.074,NA,2019-11-13
2019-11-13 21:00:00,"W",23.07,-1555,26.42,NA,-245,NA,2019-11-13
2019-11-13 21:15:00,"D",22.95,-9.2,24.12,NA,-3.108,NA,2019-11-13
2019-11-13 21:15:00,"W",23.07,-1599,26.1,NA,-247.6,NA,2019-11-13
2019-11-13 21:30:00,"D",22.92,-9.19,24.09,NA,-3.136,NA,2019-11-13
2019-11-13 21:30:00,"W",23.07,-1625,25.85,NA,-239.8,NA,2019-11-13
2019-11-13 21:45:00,"D",22.87,-9.18,24,NA,-3.156,NA,2019-11-13
2019-11-13 21:45:00,"W",22.92,-1656,25.64,NA,-241,NA,2019-11-13
2019-11-13 22:00:00,"D",22.73,-9.19,23.92,NA,-3.199,NA,2019-11-13
2019-11-13 22:00:00,"W",22.75,-1685,25.43,NA,-242.5,NA,2019-11-13
2019-11-13 22:15:00,"D",22.53,-9.17,23.82,NA,-3.189,NA,2019-11-13
2019-11-13 22:15:00,"W",22.5,-1695,25.22,NA,-242.1,NA,2019-11-13
2019-11-13 22:30:00,"D",22.36,-9.18,23.67,NA,-3.198,NA,2019-11-13
2019-11-13 22:30:00,"W",22.25,-1710,25.01,NA,-245.6,NA,2019-11-13
2019-11-13 22:45:00,"D",22.19,-9.18,23.46,NA,-3.253,NA,2019-11-13
2019-11-13 22:45:00,"W",21.97,-1727,24.78,NA,-247.9,NA,2019-11-13
2019-11-13 23:00:00,"D",22.06,-9.17,23.33,NA,-3.226,NA,2019-11-13
2019-11-13 23:00:00,"W",21.75,-1746,24.56,NA,-245.6,NA,2019-11-13
2019-11-13 23:15:00,"D",21.92,-9.19,23.16,NA,-3.229,NA,2019-11-13
2019-11-13 23:15:00,"W",21.56,-1769,24.34,NA,-241.3,NA,2019-11-13
2019-11-13 23:30:00,"D",21.78,-9.18,23.03,NA,-3.254,NA,2019-11-13
2019-11-13 23:30:00,"W",21.37,-1797,24.11,NA,-241.6,NA,2019-11-13
2019-11-13 23:45:00,"D",21.62,-9.17,22.87,NA,-3.255,NA,2019-11-13
2019-11-13 23:45:00,"W",21.15,-1852,23.9,NA,-236.7,NA,2019-11-13
2019-11-14 00:00:00,"D",21.37,-9.15,22.72,NA,-3.245,NA,2019-11-14
2019-11-14 00:00:00,"W",20.93,-1907,23.65,NA,-244,NA,2019-11-14
2019-11-14 00:15:00,"D",21.04,-9.17,22.55,NA,-3.256,NA,2019-11-14
2019-11-14 00:15:00,"W",20.69,-1960,23.38,NA,-237.9,NA,2019-11-14
2019-11-14 00:30:00,"D",20.77,-9.18,22.36,NA,-3.215,NA,2019-11-14
2019-11-14 00:30:00,"W",20.45,-1994,23.13,NA,-241,NA,2019-11-14
2019-11-14 00:45:00,"D",20.56,-9.19,22.18,NA,-3.23,NA,2019-11-14
2019-11-14 00:45:00,"W",20.24,-2017,22.9,NA,-244.5,NA,2019-11-14
2019-11-14 01:00:00,"D",20.53,-9.19,21.98,NA,-3.251,NA,2019-11-14
2019-11-14 01:00:00,"W",20.18,-2041,22.68,NA,-240.7,NA,2019-11-14
2019-11-14 01:15:00,"D",20.58,-9.2,21.82,NA,-3.276,NA,2019-11-14
2019-11-14 01:15:00,"W",20.24,-2057,22.46,NA,-244.8,NA,2019-11-14
2019-11-14 01:30:00,"D",20.58,-9.17,21.66,NA,-3.264,NA,2019-11-14
2019-11-14 01:30:00,"W",20.21,-2087,22.26,NA,-247.1,NA,2019-11-14
2019-11-14 01:45:00,"D",20.53,-9.18,21.54,NA,-3.317,NA,2019-11-14
2019-11-14 01:45:00,"W",20.15,-2114,22.07,NA,-247,NA,2019-11-14
2019-11-14 02:00:00,"D",20.48,-9.19,21.39,NA,-3.307,NA,2019-11-14
2019-11-14 02:00:00,"W",20.08,-2170,21.89,NA,-243,NA,2019-11-14
2019-11-14 02:15:00,"D",20.42,-9.19,21.25,NA,-3.324,NA,2019-11-14
2019-11-14 02:15:00,"W",19.97,-2214,21.73,NA,-237.2,NA,2019-11-14
2019-11-14 02:30:00,"D",20.34,-9.18,21.13,NA,-3.281,NA,2019-11-14
2019-11-14 02:30:00,"W",19.86,-2258,21.55,NA,-242.9,NA,2019-11-14
2019-11-14 02:45:00,"D",20.21,-9.19,20.99,NA,-3.285,NA,2019-11-14
2019-11-14 02:45:00,"W",19.78,-2313,21.39,NA,-242.2,NA,2019-11-14
2019-11-14 03:00:00,"D",20.1,-9.18,20.85,NA,-3.306,NA,2019-11-14
2019-11-14 03:00:00,"W",19.68,-2364,21.23,NA,-243.9,NA,2019-11-14
2019-11-14 03:15:00,"D",20.02,-9.19,20.73,NA,-3.309,NA,2019-11-14
2019-11-14 03:15:00,"W",19.6,-2390,21.06,NA,-244.4,NA,2019-11-14
2019-11-14 03:30:00,"D",20.08,-9.19,20.58,NA,-3.354,NA,2019-11-14
2019-11-14 03:30:00,"W",19.76,-2429,20.91,NA,-240.5,NA,2019-11-14
2019-11-14 03:45:00,"D",20.4,-9.19,20.5,NA,-3.316,NA,2019-11-14
2019-11-14 03:45:00,"W",20.26,-2451,20.76,NA,-245.3,NA,2019-11-14
2019-11-14 04:00:00,"D",20.77,-9.2,20.4,NA,-3.349,NA,2019-11-14
2019-11-14 04:00:00,"W",20.83,-2461,20.69,NA,-245.1,NA,2019-11-14
2019-11-14 04:15:00,"D",20.88,-9.17,20.44,NA,-3.333,NA,2019-11-14
2019-11-14 04:15:00,"W",20.99,-2473,20.6,NA,-246.3,NA,2019-11-14
2019-11-14 04:30:00,"D",21.02,-9.17,20.5,NA,-3.389,NA,2019-11-14
2019-11-14 04:30:00,"W",21.18,-2483,20.6,NA,-241.6,NA,2019-11-14
2019-11-14 04:45:00,"D",21.21,-9.16,20.5,NA,-3.351,NA,2019-11-14
2019-11-14 04:45:00,"W",21.42,-2475,20.6,NA,-241.6,NA,2019-11-14
2019-11-14 05:00:00,"D",21.37,-9.17,20.53,NA,-3.384,NA,2019-11-14
2019-11-14 05:00:00,"W",21.62,-2484,20.6,NA,-238.8,NA,2019-11-14
2019-11-14 05:15:00,"D",21.51,-9.15,20.6,NA,-3.376,NA,2019-11-14
2019-11-14 05:15:00,"W",21.78,-2474,20.64,NA,-243.7,NA,2019-11-14
2019-11-14 05:30:00,"D",21.59,-9.15,20.62,NA,-3.382,NA,2019-11-14
2019-11-14 05:30:00,"W",21.92,-2467,20.7,NA,-244.3,NA,2019-11-14
2019-11-14 05:45:00,"D",21.67,-9.15,20.7,NA,-3.346,NA,2019-11-14
2019-11-14 05:45:00,"W",22.03,-2469,20.71,NA,-246.1,NA,2019-11-14
2019-11-14 06:00:00,"D",21.7,-9.14,20.7,NA,-3.321,NA,2019-11-14
2019-11-14 06:00:00,"W",22.08,-2453,20.8,NA,-245.6,NA,2019-11-14
