millis,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,,,,,,,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,BoostVolt,Initial Diff01,Initial Diff23
300102999,1538704891," ""2018/10/5 2:1:31""",595.22,604.19,20.31,20.25,11.64,30,3599,,,,,,,,,,,,,,
300103999,1538704892," ""2018/10/5 2:1:32""",595.13,604.16,20.31,20.25,11.64,31,3599,,,,,,,,,,,,,,
300104999,1538704893," ""2018/10/5 2:1:33""",595.06,604.13,20.31,20.25,11.64,32,3599,,,,,,,,,,,,,,
300105999,1538704894," ""2018/10/5 2:1:34""",594.97,604.09,20.31,20.25,11.64,33,3599,,,,,,,,,,,,,,
300106999,1538704895," ""2018/10/5 2:1:35""",594.91,604.06,20.31,20.25,11.64,34,3599,,,,,,,,,,,,,,
300107999,1538704896," ""2018/10/5 2:1:36""",594.81,604.03,20.31,20.25,11.64,35,3599,,,,,,,,,,,,,,
300108999,1538704897," ""2018/10/5 2:1:37""",594.72,604.03,20.31,20.31,11.64,36,3599,,,,,,,,,,,,,,
300109999,1538704898," ""2018/10/5 2:1:38""",594.63,604,20.31,20.31,11.64,37,3599,,,,,,,,,,,,,,
300110999,1538704899," ""2018/10/5 2:1:39""",594.56,603.97,20.31,20.25,11.64,38,3599,,,,,,,,,,,,,,
300111998,1538704900," ""2018/10/5 2:1:40""",594.5,603.94,20.31,20.25,11.64,39,3599,,,,,,,,,,,,,,
300112999,1538704901," ""2018/10/5 2:1:41""",594.41,603.94,20.31,20.31,11.64,40,3599,,,,,,,,,,,,,,
303612999,1538708401," ""2018/10/5 3:0:1""",634.72,628.59,20.31,20.25,11.67,0,100,,,,,1538708401," ""2018/10/5 3:0:1""",40.41,24.75,20.31,20.25,11.67,0,634.72,628.59
303613999,1538708402," ""2018/10/5 3:0:2""",628.19,622.41,20.19,20.19,11.65,1,3599,,,,,,,,,,,,,,
303614999,1538708403," ""2018/10/5 3:0:3""",624.56,619.19,20.25,20.25,11.65,2,3599,,,,,,,,,,,,,,
303615998,1538708404," ""2018/10/5 3:0:4""",622.06,617.06,20.25,20.25,11.65,3,3599,,,,,,,,,,,,,,
303616999,1538708405," ""2018/10/5 3:0:5""",620.19,615.59,20.25,20.25,11.65,4,3599,,,,,,,,,,,,,,
303617999,1538708406," ""2018/10/5 3:0:6""",618.63,614.44,20.25,20.25,11.65,5,3599,,,,,,,,,,,,,,
303618999,1538708407," ""2018/10/5 3:0:7""",617.31,613.56,20.25,20.25,11.65,6,3599,,,,,,,,,,,,,,
303619999,1538708408," ""2018/10/5 3:0:8""",616.19,612.84,20.25,20.25,11.65,7,3599,,,,,,,,,,,,,,
303620999,1538708409," ""2018/10/5 3:0:9""",615.16,612.25,20.25,20.25,11.65,8,3599,,,,,,,,,,,,,,
303621999,1538708410," ""2018/10/5 3:0:10""",614.22,611.72,20.25,20.25,11.64,9,3599,,,,,,,,,,,,,,
303622999,1538708411," ""2018/10/5 3:0:11""",613.44,611.31,20.25,20.25,11.65,10,3599,,,,,,,,,,,,,,
303623999,1538708412," ""2018/10/5 3:0:12""",612.66,610.91,20.25,20.25,11.64,11,3599,,,,,,,,,,,,,,
303624999,1538708413," ""2018/10/5 3:0:13""",611.94,610.56,20.25,20.25,11.64,12,3599,,,,,,,,,,,,,,
303625999,1538708414," ""2018/10/5 3:0:14""",611.28,610.25,20.25,20.25,11.64,13,3599,,,,,,,,,,,,,,
303626999,1538708415," ""2018/10/5 3:0:15""",610.66,609.97,20.25,20.31,11.64,14,3599,,,,,,,,,,,,,,
303627999,1538708416," ""2018/10/5 3:0:16""",610.09,609.69,20.25,20.25,11.64,15,3599,,,,,,,,,,,,,,
303628999,1538708417," ""2018/10/5 3:0:17""",609.56,609.47,20.25,20.25,11.64,16,3599,,,,,,,,,,,,,,
303629999,1538708418," ""2018/10/5 3:0:18""",609.03,609.25,20.25,20.25,11.64,17,3599,,,,,,,,,,,,,,
303630999,1538708419," ""2018/10/5 3:0:19""",608.56,609.03,20.25,20.31,11.64,18,3599,,,,,,,,,,,,,,
303631998,1538708420," ""2018/10/5 3:0:20""",608.09,608.84,20.25,20.25,11.64,19,3599,,,,,,,,,,,,,,
303632999,1538708421," ""2018/10/5 3:0:21""",607.66,608.66,20.25,20.31,11.64,20,3599,,,,,,,,,,,,,,
303633999,1538708422," ""2018/10/5 3:0:22""",607.25,608.5,20.25,20.31,11.64,21,3599,,,,,,,,,,,,,,
303634999,1538708423," ""2018/10/5 3:0:23""",606.84,608.34,20.25,20.31,11.64,22,3599,,,,,,,,,,,,,,
303635999,1538708424," ""2018/10/5 3:0:24""",606.47,608.19,20.25,20.31,11.64,23,3599,,,,,,,,,,,,,,
303636999,1538708425," ""2018/10/5 3:0:25""",606.09,608.06,20.25,20.25,11.64,24,3599,,,,,,,,,,,,,,
303637999,1538708426," ""2018/10/5 3:0:26""",605.75,607.91,20.25,20.31,11.64,25,3599,,,,,,,,,,,,,,
303638999,1538708427," ""2018/10/5 3:0:27""",605.41,607.78,20.25,20.31,11.64,26,3599,,,,,,,,,,,,,,
303639999,1538708428," ""2018/10/5 3:0:28""",605.06,607.66,20.31,20.31,11.64,27,3599,,,,,,,,,,,,,,
303640999,1538708429," ""2018/10/5 3:0:29""",604.75,607.53,20.25,20.25,11.64,28,3599,,,,,,,,,,,,,,
303641999,1538708430," ""2018/10/5 3:0:30""",604.44,607.41,20.31,20.31,11.64,29,3599,,,,,,,,,,,,,,
303642999,1538708431," ""2018/10/5 3:0:31""",604.16,607.31,20.25,20.31,11.64,30,3599,,,,,,,,,,,,,,
303643999,1538708432," ""2018/10/5 3:0:32""",603.88,607.19,20.25,20.31,11.64,31,3599,,,,,,,,,,,,,,
303644999,1538708433," ""2018/10/5 3:0:33""",603.63,607.09,20.25,20.31,11.64,32,3599,,,,,,,,,,,,,,
303645999,1538708434," ""2018/10/5 3:0:34""",603.34,607,20.25,20.31,11.64,33,3599,,,,,,,,,,,,,,
303646999,1538708435," ""2018/10/5 3:0:35""",603.09,606.91,20.31,20.31,11.64,34,3599,,,,,,,,,,,,,,
303648000,1538708436," ""2018/10/5 3:0:36""",602.84,606.81,20.25,20.31,11.64,35,3599,,,,,,,,,,,,,,
303648999,1538708437," ""2018/10/5 3:0:37""",602.59,606.72,20.31,20.31,11.62,36,3599,,,,,,,,,,,,,,
303649999,1538708438," ""2018/10/5 3:0:38""",602.38,606.63,20.31,20.31,11.64,37,3599,,,,,,,,,,,,,,
303650999,1538708439," ""2018/10/5 3:0:39""",602.13,606.53,20.25,20.31,11.62,38,3599,,,,,,,,,,,,,,
303651999,1538708440," ""2018/10/5 3:0:40""",601.91,606.47,20.25,20.31,11.64,39,3599,,,,,,,,,,,,,,
303652999,1538708441," ""2018/10/5 3:0:41""",601.69,606.38,20.25,20.31,11.62,40,3599,,,,,,,,,,,,,,
303653999,1538708442," ""2018/10/5 3:0:42""",601.47,606.31,20.31,20.31,11.62,41,3599,,,,,,,,,,,,,,
303654999,1538708443," ""2018/10/5 3:0:43""",601.28,606.25,20.31,20.31,11.64,42,3599,,,,,,,,,,,,,,
303655999,1538708444," ""2018/10/5 3:0:44""",601.09,606.16,20.31,20.31,11.64,43,3599,,,,,,,,,,,,,,
303656999,1538708445," ""2018/10/5 3:0:45""",600.88,606.09,20.31,20.31,11.64,44,3599,,,,,,,,,,,,,,
303657999,1538708446," ""2018/10/5 3:0:46""",600.69,606.03,20.31,20.31,11.62,45,3599,,,,,,,,,,,,,,
303658999,1538708447," ""2018/10/5 3:0:47""",600.53,605.97,20.31,20.31,11.62,46,3599,,,,,,,,,,,,,,
303659999,1538708448," ""2018/10/5 3:0:48""",600.34,605.91,20.31,20.31,11.64,47,3599,,,,,,,,,,,,,,
303660999,1538708449," ""2018/10/5 3:0:49""",600.16,605.84,20.31,20.31,11.62,48,3599,,,,,,,,,,,,,,
303661999,1538708450," ""2018/10/5 3:0:50""",600,605.78,20.31,20.31,11.64,49,3599,,,,,,,,,,,,,,
303662999,1538708451," ""2018/10/5 3:0:51""",599.81,605.72,20.31,20.31,11.64,50,3599,,,,,,,,,,,,,,
303663998,1538708452," ""2018/10/5 3:0:52""",599.66,605.66,20.31,20.31,11.62,51,3599,,,,,,,,,,,,,,
303664999,1538708453," ""2018/10/5 3:0:53""",599.5,605.59,20.31,20.31,11.62,52,3599,,,,,,,,,,,,,,
303665999,1538708454," ""2018/10/5 3:0:54""",599.34,605.53,20.31,20.31,11.62,53,3599,,,,,,,,,,,,,,
303666999,1538708455," ""2018/10/5 3:0:55""",599.16,605.47,20.31,20.31,11.62,54,3599,,,,,,,,,,,,,,
303667999,1538708456," ""2018/10/5 3:0:56""",599.03,605.44,20.31,20.31,11.62,55,3599,,,,,,,,,,,,,,
303668999,1538708457," ""2018/10/5 3:0:57""",598.88,605.38,20.31,20.31,11.62,56,3599,,,,,,,,,,,,,,
303669999,1538708458," ""2018/10/5 3:0:58""",598.75,605.31,20.31,20.31,11.62,57,3599,,,,,,,,,,,,,,
303670999,1538708459," ""2018/10/5 3:0:59""",598.59,605.28,20.31,20.31,11.62,58,3599,,,,,,,,,,,,,,
303671999,1538708460," ""2018/10/5 3:1:0""",598.47,605.22,20.31,20.31,11.62,59,3599,,,,,,,,,,,,,,
303672999,1538708461," ""2018/10/5 3:1:1""",598.31,605.16,20.31,20.31,11.62,0,3599,1538708461," ""2018/10/5 3:1:1""",0.1,0.033,,,,,,,,,,
303673999,1538708462," ""2018/10/5 3:1:2""",598.19,605.13,20.31,20.31,11.62,1,3599,,,,,,,,,,,,,,
303674999,1538708463," ""2018/10/5 3:1:3""",598.09,605.06,20.31,20.31,11.64,2,3599,,,,,,,,,,,,,,
303675999,1538708464," ""2018/10/5 3:1:4""",597.94,605.03,20.31,20.31,11.62,3,3599,,,,,,,,,,,,,,
303676999,1538708465," ""2018/10/5 3:1:5""",597.81,604.97,20.31,20.31,11.62,4,3599,,,,,,,,,,,,,,
303677999,1538708466," ""2018/10/5 3:1:6""",597.69,604.94,20.31,20.31,11.62,5,3599,,,,,,,,,,,,,,
303678999,1538708467," ""2018/10/5 3:1:7""",597.56,604.91,20.31,20.31,11.62,6,3599,,,,,,,,,,,,,,
303679998,1538708468," ""2018/10/5 3:1:8""",597.44,604.84,20.31,20.31,11.62,7,3599,,,,,,,,,,,,,,
303680999,1538708469," ""2018/10/5 3:1:9""",597.31,604.84,20.31,20.31,11.64,8,3599,,,,,,,,,,,,,,
303681999,1538708470," ""2018/10/5 3:1:10""",597.22,604.78,20.31,20.31,11.64,9,3599,,,,,,,,,,,,,,
303682999,1538708471," ""2018/10/5 3:1:11""",597.09,604.75,20.31,20.31,11.64,10,3599,,,,,,,,,,,,,,
303683999,1538708472," ""2018/10/5 3:1:12""",596.97,604.69,20.31,20.31,11.62,11,3599,,,,,,,,,,,,,,
303684999,1538708473," ""2018/10/5 3:1:13""",596.88,604.66,20.31,20.31,11.62,12,3599,,,,,,,,,,,,,,
303685999,1538708474," ""2018/10/5 3:1:14""",596.75,604.63,20.31,20.31,11.62,13,3599,,,,,,,,,,,,,,
303686999,1538708475," ""2018/10/5 3:1:15""",596.66,604.59,20.31,20.31,11.62,14,3599,,,,,,,,,,,,,,
303687999,1538708476," ""2018/10/5 3:1:16""",596.53,604.56,20.31,20.31,11.62,15,3599,,,,,,,,,,,,,,
303688999,1538708477," ""2018/10/5 3:1:17""",596.47,604.53,20.31,20.31,11.62,16,3599,,,,,,,,,,,,,,
303689999,1538708478," ""2018/10/5 3:1:18""",596.34,604.5,20.31,20.31,11.62,17,3599,,,,,,,,,,,,,,
303690999,1538708479," ""2018/10/5 3:1:19""",596.22,604.44,20.31,20.31,11.62,18,3599,,,,,,,,,,,,,,
303691999,1538708480," ""2018/10/5 3:1:20""",596.13,604.44,20.31,20.31,11.62,19,3599,,,,,,,,,,,,,,
303693000,1538708481," ""2018/10/5 3:1:21""",596.03,604.38,20.31,20.31,11.62,20,3599,,,,,,,,,,,,,,
303693999,1538708482," ""2018/10/5 3:1:22""",595.94,604.34,20.31,20.31,11.62,21,3599,,,,,,,,,,,,,,
303694999,1538708483," ""2018/10/5 3:1:23""",595.84,604.31,20.31,20.31,11.62,22,3599,,,,,,,,,,,,,,
303695998,1538708484," ""2018/10/5 3:1:24""",595.75,604.31,20.31,20.31,11.62,23,3599,,,,,,,,,,,,,,
303696999,1538708485," ""2018/10/5 3:1:25""",595.66,604.25,20.31,20.31,11.64,24,3599,,,,,,,,,,,,,,
303697999,1538708486," ""2018/10/5 3:1:26""",595.56,604.25,20.31,20.31,11.62,25,3599,,,,,,,,,,,,,,
303698999,1538708487," ""2018/10/5 3:1:27""",595.47,604.19,20.31,20.31,11.62,26,3599,,,,,,,,,,,,,,
303699999,1538708488," ""2018/10/5 3:1:28""",595.41,604.19,20.31,20.31,11.62,27,3599,,,,,,,,,,,,,,
303700999,1538708489," ""2018/10/5 3:1:29""",595.31,604.16,20.31,20.31,11.62,28,3599,,,,,,,,,,,,,,
303701999,1538708490," ""2018/10/5 3:1:30""",595.22,604.13,20.31,20.31,11.62,29,3599,,,,,,,,,,,,,,
303702999,1538708491," ""2018/10/5 3:1:31""",595.13,604.09,20.31,20.31,11.62,30,3599,,,,,,,,,,,,,,
303703999,1538708492," ""2018/10/5 3:1:32""",595.06,604.06,20.31,20.31,11.62,31,3599,,,,,,,,,,,,,,
303704999,1538708493," ""2018/10/5 3:1:33""",594.97,604.06,20.31,20.31,11.62,32,3599,,,,,,,,,,,,,,
303705999,1538708494," ""2018/10/5 3:1:34""",594.91,604.03,20.31,20.31,11.62,33,3599,,,,,,,,,,,,,,
303706999,1538708495," ""2018/10/5 3:1:35""",594.81,604,20.31,20.31,11.62,34,3599,,,,,,,,,,,,,,
303707999,1538708496," ""2018/10/5 3:1:36""",594.72,603.97,20.37,20.31,11.62,35,3599,,,,,,,,,,,,,,
303708999,1538708497," ""2018/10/5 3:1:37""",594.66,603.94,20.37,20.31,11.62,36,3599,,,,,,,,,,,,,,
303709999,1538708498," ""2018/10/5 3:1:38""",594.56,603.94,20.37,20.31,11.62,37,3599,,,,,,,,,,,,,,
303710999,1538708499," ""2018/10/5 3:1:39""",594.5,603.88,20.37,20.31,11.62,38,3599,,,,,,,,,,,,,,
303712000,1538708500," ""2018/10/5 3:1:40""",594.41,603.88,20.37,20.31,11.62,39,3599,,,,,,,,,,,,,,
303712999,1538708501," ""2018/10/5 3:1:41""",594.31,603.84,20.31,20.31,11.62,40,3599,,,,,,,,,,,,,,
307212999,1538712001," ""2018/10/5 4:0:1""",634.66,628.5,20.31,20.31,11.65,0,100,,,,,1538712001," ""2018/10/5 4:0:1""",40.38,24.72,20.31,20.31,11.65,0,634.66,628.5
307213999,1538712002," ""2018/10/5 4:0:2""",628.13,622.34,20.25,20.25,11.65,1,3599,,,,,,,,,,,,,,
307214999,1538712003," ""2018/10/5 4:0:3""",624.5,619.09,20.25,20.31,11.65,2,3599,,,,,,,,,,,,,,
307215998,1538712004," ""2018/10/5 4:0:4""",622,617,20.31,20.31,11.65,3,3599,,,,,,,,,,,,,,
307216999,1538712005," ""2018/10/5 4:0:5""",620.09,615.5,20.31,20.31,11.65,4,3599,,,,,,,,,,,,,,
307217998,1538712006," ""2018/10/5 4:0:6""",618.56,614.38,20.31,20.31,11.64,5,3599,,,,,,,,,,,,,,
307218999,1538712007," ""2018/10/5 4:0:7""",617.25,613.5,20.31,20.31,11.65,6,3599,,,,,,,,,,,,,,
307219999,1538712008," ""2018/10/5 4:0:8""",616.13,612.78,20.31,20.31,11.64,7,3599,,,,,,,,,,,,,,
307220999,1538712009," ""2018/10/5 4:0:9""",615.09,612.19,20.31,20.31,11.64,8,3599,,,,,,,,,,,,,,
307221999,1538712010," ""2018/10/5 4:0:10""",614.19,611.66,20.31,20.31,11.64,9,3599,,,,,,,,,,,,,,
307222999,1538712011," ""2018/10/5 4:0:11""",613.34,611.22,20.31,20.31,11.64,10,3599,,,,,,,,,,,,,,
307223999,1538712012," ""2018/10/5 4:0:12""",612.59,610.84,20.31,20.31,11.64,11,3599,,,,,,,,,,,,,,
307224999,1538712013," ""2018/10/5 4:0:13""",611.88,610.47,20.31,20.31,11.64,12,3599,,,,,,,,,,,,,,
307225999,1538712014," ""2018/10/5 4:0:14""",611.22,610.19,20.31,20.31,11.64,13,3599,,,,,,,,,,,,,,
307226999,1538712015," ""2018/10/5 4:0:15""",610.59,609.91,20.31,20.31,11.64,14,3599,,,,,,,,,,,,,,
307227999,1538712016," ""2018/10/5 4:0:16""",610.03,609.63,20.31,20.31,11.64,15,3599,,,,,,,,,,,,,,
307228999,1538712017," ""2018/10/5 4:0:17""",609.47,609.41,20.31,20.31,11.64,16,3599,,,,,,,,,,,,,,
307229999,1538712018," ""2018/10/5 4:0:18""",608.94,609.16,20.31,20.31,11.64,17,3599,,,,,,,,,,,,,,
307230999,1538712019," ""2018/10/5 4:0:19""",608.47,608.97,20.31,20.31,11.64,18,3599,,,,,,,,,,,,,,
307231998,1538712020," ""2018/10/5 4:0:20""",608.03,608.78,20.31,20.31,11.64,19,3599,,,,,,,,,,,,,,
307232999,1538712021," ""2018/10/5 4:0:21""",607.59,608.59,20.31,20.31,11.64,20,3599,,,,,,,,,,,,,,
307233999,1538712022," ""2018/10/5 4:0:22""",607.16,608.44,20.31,20.31,11.62,21,3599,,,,,,,,,,,,,,
307234999,1538712023," ""2018/10/5 4:0:23""",606.75,608.25,20.31,20.31,11.62,22,3599,,,,,,,,,,,,,,
307235999,1538712024," ""2018/10/5 4:0:24""",606.38,608.13,20.31,20.31,11.62,23,3599,,,,,,,,,,,,,,
307236999,1538712025," ""2018/10/5 4:0:25""",606,607.97,20.31,20.31,11.62,24,3599,,,,,,,,,,,,,,
307237999,1538712026," ""2018/10/5 4:0:26""",605.66,607.84,20.31,20.31,11.62,25,3599,,,,,,,,,,,,,,
307238999,1538712027," ""2018/10/5 4:0:27""",605.31,607.69,20.31,20.31,11.62,26,3599,,,,,,,,,,,,,,
307239999,1538712028," ""2018/10/5 4:0:28""",605,607.56,20.31,20.31,11.62,27,3599,,,,,,,,,,,,,,
307240999,1538712029," ""2018/10/5 4:0:29""",604.69,607.47,20.31,20.31,11.62,28,3599,,,,,,,,,,,,,,
307241999,1538712030," ""2018/10/5 4:0:30""",604.38,607.34,20.31,20.31,11.62,29,3599,,,,,,,,,,,,,,
307242999,1538712031," ""2018/10/5 4:0:31""",604.06,607.22,20.31,20.31,11.62,30,3599,,,,,,,,,,,,,,
307243999,1538712032," ""2018/10/5 4:0:32""",603.81,607.13,20.31,20.31,11.62,31,3599,,,,,,,,,,,,,,
307244999,1538712033," ""2018/10/5 4:0:33""",603.53,607.03,20.31,20.31,11.62,32,3599,,,,,,,,,,,,,,
307245999,1538712034," ""2018/10/5 4:0:34""",603.28,606.94,20.31,20.31,11.62,33,3599,,,,,,,,,,,,,,
307246999,1538712035," ""2018/10/5 4:0:35""",603.03,606.84,20.31,20.31,11.62,34,3599,,,,,,,,,,,,,,
307247998,1538712036," ""2018/10/5 4:0:36""",602.78,606.75,20.31,20.31,11.62,35,3599,,,,,,,,,,,,,,
307248999,1538712037," ""2018/10/5 4:0:37""",602.5,606.66,20.31,20.31,11.62,36,3599,,,,,,,,,,,,,,
307249998,1538712038," ""2018/10/5 4:0:38""",602.31,606.56,20.31,20.31,11.62,37,3599,,,,,,,,,,,,,,
307250999,1538712039," ""2018/10/5 4:0:39""",602.06,606.5,20.31,20.31,11.62,38,3599,,,,,,,,,,,,,,
307251999,1538712040," ""2018/10/5 4:0:40""",601.84,606.41,20.31,20.31,11.62,39,3599,,,,,,,,,,,,,,
307252999,1538712041," ""2018/10/5 4:0:41""",601.63,606.34,20.31,20.31,11.62,40,3599,,,,,,,,,,,,,,
307253999,1538712042," ""2018/10/5 4:0:42""",601.41,606.25,20.31,20.31,11.62,41,3599,,,,,,,,,,,,,,
307254999,1538712043," ""2018/10/5 4:0:43""",601.22,606.19,20.31,20.31,11.62,42,3599,,,,,,,,,,,,,,
307256000,1538712044," ""2018/10/5 4:0:44""",601.03,606.09,20.31,20.31,11.62,43,3599,,,,,,,,,,,,,,
307256998,1538712045," ""2018/10/5 4:0:45""",600.84,606.03,20.31,20.37,11.62,44,3599,,,,,,,,,,,,,,
307257999,1538712046," ""2018/10/5 4:0:46""",600.66,605.97,20.31,20.31,11.62,45,3599,,,,,,,,,,,,,,
307258999,1538712047," ""2018/10/5 4:0:47""",600.47,605.88,20.31,20.31,11.62,46,3599,,,,,,,,,,,,,,
307259999,1538712048," ""2018/10/5 4:0:48""",600.28,605.84,20.31,20.31,11.62,47,3599,,,,,,,,,,,,,,
307260999,1538712049," ""2018/10/5 4:0:49""",600.09,605.78,20.31,20.37,11.62,48,3599,,,,,,,,,,,,,,
307261999,1538712050," ""2018/10/5 4:0:50""",599.91,605.69,20.31,20.31,11.62,49,3599,,,,,,,,,,,,,,
307262999,1538712051," ""2018/10/5 4:0:51""",599.75,605.66,20.31,20.37,11.62,50,3599,,,,,,,,,,,,,,
307263998,1538712052," ""2018/10/5 4:0:52""",599.59,605.59,20.31,20.31,11.62,51,3599,,,,,,,,,,,,,,
307264999,1538712053," ""2018/10/5 4:0:53""",599.41,605.53,20.31,20.31,11.62,52,3599,,,,,,,,,,,,,,
307265999,1538712054," ""2018/10/5 4:0:54""",599.28,605.47,20.31,20.31,11.62,53,3599,,,,,,,,,,,,,,
307266999,1538712055," ""2018/10/5 4:0:55""",599.13,605.41,20.31,20.31,11.62,54,3599,,,,,,,,,,,,,,
307267999,1538712056," ""2018/10/5 4:0:56""",598.97,605.38,20.31,20.31,11.62,55,3599,,,,,,,,,,,,,,
307268999,1538712057," ""2018/10/5 4:0:57""",598.81,605.31,20.31,20.31,11.62,56,3599,,,,,,,,,,,,,,
307269999,1538712058," ""2018/10/5 4:0:58""",598.66,605.25,20.31,20.37,11.62,57,3599,,,,,,,,,,,,,,
307270999,1538712059," ""2018/10/5 4:0:59""",598.53,605.22,20.37,20.37,11.62,58,3599,,,,,,,,,,,,,,
307271999,1538712060," ""2018/10/5 4:1:0""",598.41,605.16,20.37,20.37,11.62,59,3599,,,,,,,,,,,,,,
307272999,1538712061," ""2018/10/5 4:1:1""",598.25,605.13,20.31,20.37,11.62,0,3599,1538712061," ""2018/10/5 4:1:1""",0.09925,0.03375,,,,,,,,,,
307273999,1538712062," ""2018/10/5 4:1:2""",598.13,605.06,20.37,20.37,11.62,1,3599,,,,,,,,,,,,,,
307274999,1538712063," ""2018/10/5 4:1:3""",597.97,605,20.31,20.37,11.62,2,3599,,,,,,,,,,,,,,
307275999,1538712064," ""2018/10/5 4:1:4""",597.88,604.97,20.37,20.37,11.62,3,3599,,,,,,,,,,,,,,
307276999,1538712065," ""2018/10/5 4:1:5""",597.72,604.94,20.31,20.37,11.62,4,3599,,,,,,,,,,,,,,
307277999,1538712066," ""2018/10/5 4:1:6""",597.63,604.88,20.37,20.37,11.62,5,3599,,,,,,,,,,,,,,
307278999,1538712067," ""2018/10/5 4:1:7""",597.5,604.84,20.37,20.37,11.62,6,3599,,,,,,,,,,,,,,
307279998,1538712068," ""2018/10/5 4:1:8""",597.38,604.81,20.37,20.37,11.62,7,3599,,,,,,,,,,,,,,
307280999,1538712069," ""2018/10/5 4:1:9""",597.25,604.75,20.37,20.37,11.62,8,3599,,,,,,,,,,,,,,
307281998,1538712070," ""2018/10/5 4:1:10""",597.13,604.72,20.31,20.37,11.62,9,3599,,,,,,,,,,,,,,
307282999,1538712071," ""2018/10/5 4:1:11""",597.03,604.69,20.37,20.37,11.62,10,3599,,,,,,,,,,,,,,
307283999,1538712072," ""2018/10/5 4:1:12""",596.91,604.66,20.37,20.37,11.62,11,3599,,,,,,,,,,,,,,
307284999,1538712073," ""2018/10/5 4:1:13""",596.78,604.63,20.37,20.37,11.62,12,3599,,,,,,,,,,,,,,
307285999,1538712074," ""2018/10/5 4:1:14""",596.69,604.56,20.37,20.37,11.62,13,3599,,,,,,,,,,,,,,
307286999,1538712075," ""2018/10/5 4:1:15""",596.59,604.53,20.37,20.37,11.62,14,3599,,,,,,,,,,,,,,
307287999,1538712076," ""2018/10/5 4:1:16""",596.44,604.5,20.37,20.37,11.62,15,3599,,,,,,,,,,,,,,
307288998,1538712077," ""2018/10/5 4:1:17""",596.38,604.47,20.37,20.37,11.62,16,3599,,,,,,,,,,,,,,
307289999,1538712078," ""2018/10/5 4:1:18""",596.28,604.44,20.37,20.37,11.62,17,3599,,,,,,,,,,,,,,
307290999,1538712079," ""2018/10/5 4:1:19""",596.16,604.41,20.37,20.37,11.62,18,3599,,,,,,,,,,,,,,
307291999,1538712080," ""2018/10/5 4:1:20""",596.06,604.38,20.37,20.37,11.62,19,3599,,,,,,,,,,,,,,
307292999,1538712081," ""2018/10/5 4:1:21""",595.97,604.31,20.37,20.37,11.62,20,3599,,,,,,,,,,,,,,
307293999,1538712082," ""2018/10/5 4:1:22""",595.88,604.28,20.37,20.37,11.62,21,3599,,,,,,,,,,,,,,
307294999,1538712083," ""2018/10/5 4:1:23""",595.78,604.28,20.37,20.37,11.62,22,3599,,,,,,,,,,,,,,
307295998,1538712084," ""2018/10/5 4:1:24""",595.69,604.25,20.37,20.37,11.62,23,3599,,,,,,,,,,,,,,
307296999,1538712085," ""2018/10/5 4:1:25""",595.59,604.22,20.37,20.37,11.62,24,3599,,,,,,,,,,,,,,
307297999,1538712086," ""2018/10/5 4:1:26""",595.5,604.16,20.37,20.37,11.62,25,3599,,,,,,,,,,,,,,
307298999,1538712087," ""2018/10/5 4:1:27""",595.41,604.13,20.37,20.37,11.62,26,3599,,,,,,,,,,,,,,
307299999,1538712088," ""2018/10/5 4:1:28""",595.34,604.13,20.37,20.37,11.62,27,3599,,,,,,,,,,,,,,
307301000,1538712089," ""2018/10/5 4:1:29""",595.22,604.09,20.37,20.37,11.62,28,3599,,,,,,,,,,,,,,
307301999,1538712090," ""2018/10/5 4:1:30""",595.16,604.06,20.37,20.37,11.62,29,3599,,,,,,,,,,,,,,
307302999,1538712091," ""2018/10/5 4:1:31""",595.06,604.03,20.37,20.37,11.62,30,3599,,,,,,,,,,,,,,
307303999,1538712092," ""2018/10/5 4:1:32""",594.97,604,20.37,20.37,11.62,31,3599,,,,,,,,,,,,,,
307304999,1538712093," ""2018/10/5 4:1:33""",594.91,603.97,20.37,20.37,11.62,32,3599,,,,,,,,,,,,,,
307305999,1538712094," ""2018/10/5 4:1:34""",594.81,603.97,20.37,20.37,11.62,33,3599,,,,,,,,,,,,,,
307306999,1538712095," ""2018/10/5 4:1:35""",594.72,603.94,20.37,20.37,11.62,34,3599,,,,,,,,,,,,,,
307307999,1538712096," ""2018/10/5 4:1:36""",594.66,603.91,20.37,20.37,11.62,35,3599,,,,,,,,,,,,,,
307308999,1538712097," ""2018/10/5 4:1:37""",594.56,603.88,20.37,20.37,11.62,36,3599,,,,,,,,,,,,,,
307309999,1538712098," ""2018/10/5 4:1:38""",594.5,603.84,20.37,20.37,11.62,37,3599,,,,,,,,,,,,,,
307310999,1538712099," ""2018/10/5 4:1:39""",594.41,603.84,20.37,20.37,11.62,38,3599,,,,,,,,,,,,,,
307311998,1538712100," ""2018/10/5 4:1:40""",594.34,603.81,20.37,20.37,11.62,39,3599,,,,,,,,,,,,,,
307312999,1538712101," ""2018/10/5 4:1:41""",594.28,603.78,20.37,20.37,11.62,40,3599,,,,,,,,,,,,,,
310812999,1538715601," ""2018/10/5 5:0:1""",634.59,628.44,20.37,20.37,11.65,0,100,,,,,1538715601," ""2018/10/5 5:0:1""",40.37,24.72,20.37,20.37,11.65,0,634.59,628.44
